course_code,course_title,credits_count,description,requisites,time_and_place_list,location,honors,core
EGL-2243,Young Adult Literature,3,"An introduction to young adult literature as a genre, including an introduction to young adult literature as an academic field of study. Course readings will feature contemporary young adult literature. Assignments may include short literary analyses and a larger research paper. Meets the Arts and Humanities requirement of the Core Curriculum.",EGL 1023 - Must be completed prior to taking this course.,"Spring Semester, Even Year",Main Campus,0,1
EGL-3003,Masterpieces of Literature,3,"An exploration of texts from ancient to modern world literature in drama, prose and poetry. Authors may include Homer, Sophocles, Dante, Shakespeare, Voltaire, Dostoevsky and Kafka. Reflective and analytical essays are required. Meets the Integrated Humanities requirement or the Arts and Humanities requirement of the Core Curriculum (cannot meet both core requirements).",EGL 1023 or EGL 1093 - Must be completed prior to taking this course.,"Online, Fall B, Spring B, Each Year, All Other Locations, Fall and Spring, Each Year","Online, Off-Campus, Lakeside Manor",0,1
EGL-3043,Irish Literature,3,"A reading-intensive overview of the literary history of Ireland through examination of selected works of writers William Butler Yeats, Oscar Wilde, George Bernard Shaw, James Joyce, C. S. Lewis, and others. A scholarly paper is required. Meets the Integrated Humanities requirement or the Arts and Humanities requirement of the Core Curriculum (cannot meet both core requirements).",None,"Lakeside Manor, Spring Semester, Each Year",Lakeside Manor,0,1
EGL-3273,British Lit 1,3,"A study of early English literature from the Anglo-Saxon period through the seventeenth century. Readings may range from the poetry of Beowulf or Sir Gawain and the Green Knight to the works of Chaucer, Malory, Spenser, Sidney, and Shakespeare. Some readings introduce students to broad concepts in the history of the English language. A scholarly paper is required. Meets the Integrated Humanities requirement or the Arts and Humanities requirement of the Core Curriculum (cannot meet both core requirements).",EGL 1023 or EGL 1093 - Must be completed prior to taking this course.,"Fall Semester, Odd Year","Main Campus, Off-Campus",0,1
EGL-3283,British Lit 2,3,"A study of English literature from the 18th and 19th centuries. Works may include novels by Defoe, Austen, Bronte, and Dickens; Romantic and mid-late Victorian poetry; and a Wilde play. Readings will be interspersed with discussions on Romanticism, the British Empire and colonialism, women's rights, and the evolution versus faith debate. A scholarly paper is required. Meets the Integrated Humanities requirement or the Arts and Humanities requirement of the Core Curriculum (cannot meet both core requirements).",EGL 1023 or EGL 1093 - Must be completed prior to taking this course.,"Spring Semester, Odd Year","Main Campus, Off-Campus",0,1
EGL-3413,American Lit,3,"This course introduces the student to major and minor American writers from colonial times through the middle of the twentieth century (e.g. Bradstreet, Douglass, Melville, Twain, Baldwin). Students will be introduced to writing and research strategies regarding literary analysis. Meets the Integrated Humanities requirement or the Arts and Humanities requirement of the Core Curriculum (cannot meet both core requirements).",EGL 1023 or EGL 1093 - Must be completed prior to taking this course.,"Fall Semester, Even Year",Main Campus,0,1
EGL-3713,Literary Theory,3,"A study of the primary schools of literary criticism and aesthetic theory. This course focuses on developing knowledge and application of the various theoretical frameworks to selected works of literature. A scholarly project, including a class presentation and a paper applying one or more of the theories, is required. Meets the Arts and Humanities requirement of the Core Curriculum.","EGL 1023 or EGL 1093 - Must be completed prior to taking this course., One upper-division literature course - Must be completed prior to taking this course.","Main Campus, Spring Semester, Even Year, All Other Locations, Spring Semester, Even Year","Main Campus, Off-Campus",0,1
FAM-2143,Fam Science & Self,3,"An introduction to the field of family science and its associated helping professions, with a particular focus on better understanding how an individual is shaped by interpersonal relationships, dynamics, and interactions. Meets the Social and Behavioral Sciences requirement of the Core Curriculum.",None,"Fall and Spring, Each Year",Main Campus,0,1
FAM-2243,Prncpls Effective Parenting,3,"The course focuses on principles of effective parenting including theoretical approaches to understanding parent/child relations, parenting styles, the etiology of child behaviors, and mechanisms of behavior change. Various family structures and interactions over the family lifespan are considered. The course will also explore biblical and theological principles of parenting. Meets the Social and Behavioral Sciences requirement of the Core Curriculum.",None,"Fall and Spring, Each Year",Main Campus,0,1
FAM-2413,Developmental Psychology,3,"A study of physical, cognitive, emotional, and social development of the human from conception through adulthood. Meets the Social and Behavioral Sciences requirement of the Core Curriculum. Same as PSY 2413.",None,"Fall and Spring, Each Year","Main Campus, Off-Campus",0,1
FAM-2633,Marriage & Family Living,3,"A study of contemporary marital and family issues in light of a theological understanding of family relationships and responsibilities. Family lifespan issues and parent education issues include singleness, courtship, child-rearing practices and effects through developmental stages, and factors known to affect family health. Meets the Social and Behavioral Sciences requirement of the Core Curriculum.",None,"Fall and Spring, Each Year",Main Campus,0,1
FAM-3243,Human Sexuality,3,"A study of normal sexual development throughout the lifespan, considered from physical, social, spiritual, moral, and theological vantage points. By helping students understand typical expectations and experiences of human sexuality, they will be able to better recognize healthy and unhealthy sexuality in themselves and others. Meets the Social and Behavioral Sciences requirement of the Core Curriculum.",Junior standing - Must be completed prior to taking this course.,"Fall and Spring, Each Year",Main Campus,0,1
FAM-3273,Intro to Therapeutic Play,3,The course provides didactic and experiential training in how to be a therapeutic agent in children's lives by using structured therapeutic play sessions and techniques. Participants are taught basic child-centered play therapy principles and skills and will engage in observations of play therapy sessions and skill building therapeutic play sessions. Meets the Social and Behavioral Sciences requirement of the Core Curriculum.,None,"Main Campus, Spring Semester, Even Year",Main Campus,0,1
FAM-3413,Selected Topics,3,Study of a topic in the helping professions not directly addressed in the required curriculum. Topics differ according to student need and departmental specialties/interests. May be repeated for credit when content differs. Meets the Social and Behavioral Sciences requirement of the Core Curriculum.,Sophomore standing - Must be completed prior to taking this course.,"Fall and Spring, Each Year","Main Campus, Off-Campus",0,1
FAM-4253,Family Communication,3,A course designed to help students become more skillful in interpersonal communication as well as facilitating communication within the premarital and family setting. Includes communication for the purpose of building intimacy and conflict resolution. Meets the Social and Behavioral Sciences requirement of the Core Curriculum. An additional fee may be associated with this course.,"FAM 2143, FAM 2633 and junior standing - Must be completed prior to taking this course.","Fall and Spring, Each Year","Main Campus, Off-Campus, Lakeside Manor",0,1
FAM-4443,Crtcal Concerns w/Adolescents,3,"An examination of some of the critical issues facing parents, counselors, youth leaders, social workers, and educators by means of journal reviews, interviews, and data base searches. Students research topics such as teenage suicide, substance abuse, pregnancy and abortion, sexual/physical abuse and divorce. Meets the Social and Behavioral Sciences requirement of the Core Curriculum.",Junior standing - Must be completed prior to taking this course.,"Fall and Spring, Each Year","Main Campus, Off-Campus",0,1
FAM-4481,Selected Topics,1,Topics are chosen from areas of Family and Human Services. The student may also do independent study and research under the supervision of the instructor. Meets the Social and Behavioral Sciences requirement of the Core Curriculum. May be repeated for credit when content differs.,None,Upon Sufficient Request,"Main Campus, Off-Campus",0,1
FAM-4482,Selected Topics,2,Topics are chosen from areas of Family and Human Services. The student may also do independent study and research under the supervision of the instructor. Meets the Social and Behavioral Sciences requirement of the Core Curriculum. May be repeated for credit when content differs.,None,Upon Sufficient Request,Main Campus,0,1
FAM-4483,Selected Topics,3,Topics are chosen from areas of Family and Human Services. The student may also do independent study and research under the supervision of the instructor. Meets the Social and Behavioral Sciences requirement of the Core Curriculum. May be repeated for credit when content differs.,None,Upon Sufficient Request,Main Campus,0,1
HST-2113,US History to 1865,3,"A survey of American political, social, and economic history from the colonial era through the Civil War. Meets the Arts and Humanities requirement of the Core Curriculum.",None,"Fall Semester, Odd Year","Main Campus, Off-Campus, Bethesda Christian School, Atlantic Shores Christian Scho, Ridgefield Christian School, Arkansas Baptist School System, Legacy Christian Academy, Life Way Christian School, Heritage Christian Academy, Little Rock Christian Academy, Portsmouth Christian School, Stonebridge School, Metro Christian Academy, Harvest Christian Academy",0,1
HST-2123,US History Since 1865,3,"A survey of American political, social, and economic history from the reconstruction era to the present. Meets the Arts and Humanities requirement of the Core Curriculum.",None,"Spring Semester, Even Year","Main Campus, Bethesda Christian School, Arkansas Baptist School System, Atlantic Shores Christian Scho, Westminster Christian School, Off-Campus, Legacy Christian Academy, Life Way Christian School, Kanakuk, Heritage Christian Academy, Little Rock Christian Academy, Portsmouth Christian School, Stonebridge School, Harvest Christian Academy",0,1
HST-2133,Great Books in Context,3,"A course devoted to the study of one or more great books. The course examines the books themselves and also considers them as expressions of historical contexts. The enduring historical influence of texts may also be considered. At the professor's discretion, the course may additionally devote time to a rudimentary study of the original language in which a great work was written. Meets the Arts and Humanities requirement of the Core Curriculum.",None,"Spring Semester, Each Year",Main Campus,0,1
HST-3233,Middle Ages,3,"A study of medieval Europe with an emphasis on the role of the Celts, Germanic tribes, and the Church in shaping medieval society, culture, and intellectual life. Meets the Arts and Humanities requirement of the Core Curriculum.",None,"Spring Semester, Even Year","Main Campus, Off-Campus",0,1
HST-3411,Selected Topics,1,"Selected topics in history are considered. Examples include Renaissance Europe, American Founding, American West, and Nazi Germany. Meets the Arts and Humanities requirement of the Core Curriculum. May be repeated for credit when content differs.",None,Upon Sufficient Request,Main Campus,0,1
HST-3412,Selected Topics,2,"Selected topics in history are considered. Examples include Renaissance Europe, American Founding, American West, and Nazi Germany. Meets the Arts and Humanities requirement of the Core Curriculum. May be repeated for credit when content differs.",None,Upon Sufficient Request,Main Campus,0,1
HST-3413,Selected Topics,3,"Selected topics in history are considered. Examples include Renaissance Europe, American Founding, American West, and Nazi Germany. Meets the Arts and Humanities requirement of the Core Curriculum. May be repeated for credit when content differs.",None,Upon Sufficient Request,"Main Campus, Off-Campus",0,1
HST-3423,Leaders in History,3,"A study of leaders, well-known and lesser known, in their historical contexts. The efforts of leaders in business, politics, social and cultural movements, and warfare are examined. Consideration is given to success and failure, personality strengths and flaws, and leadership characteristics and styles. Meets the Arts and Humanities requirement of the Core Curriculum.",None,"Spring A, Each Year",Online,0,1
HST-3433,"Hist of Middle East, 600-1800",3,"A study of the major political, religious, and social forces that shaped life in the Middle East from the time of Muhammad to the early modern period. Special attention is given to the development of the Islamic tradition and the interactions between Muslims, Jews, and Christians. Meets the Arts and Humanities requirement of the Core Curriculum.",None,"Fall Semester, Even Year",Main Campus,0,1
HST-3523,Classical World,3,"A study of the ancient Western world from the development of Greece to the fall of the Roman Empire. The military, social, and political consequences of Greek and Roman rule are considered. Meets the Arts and Humanities requirement of the Core Curriculum.",None,"Fall Semester, Odd Year",Main Campus,0,1
LS-2173,Intro to Linguistics,3,"A survey of core linguistics concepts in the areas of phonetics, morphology, semantics, syntax, language change (special attention to the history of English), language variety (taxonomy and dialects). Meets the Social and Behavioral Sciences requirement of the Core Curriculum.",None,"Main Campus, Upon Sufficient Request, Upon Sufficient Request, All Other Locations, Upon Sufficient Request, Upon Sufficient Request","Main Campus, Off-Campus",0,1
PHL-2103,Intro to Philosophy,3,"A survey of the main areas of philosophy, including metaphysics, epistemology, ethics, and philosophy of religion. Students should develop their critical reading skills, their ability to analyze difficult but rewarding philosophical texts, and their ability to advance a single, clear argument on philosophical issues. Additionally, students should become more comfortable speaking about philosophical problems and concerns, and they should know more about the relationship between the Christian faith and contemporary philosophy. Meets the Arts and Humanities requirement of the Core Curriculum.",None,"Main Campus, Fall and Spring, Each Year, Online, Spring A, Each Year","Main Campus, Online",0,1
PHL-2323,Logic,3,"An introduction to considering and evaluating arguments. Topics include formal and informal fallacies, syllogisms, truth tables, and statement or propositional logic. The course can include an introduction to predicate logic as well. Meets the Arts and Humanities requirement of the Core Curriculum.",None,"Main Campus, Fall Semester, Even Year",Main Campus,0,1
PHL-2423,Ethics,3,"A comprehensive and critical study of morality. Topics can include metaethics, normative ethics, or applied ethics. Meets the Arts and Humanities requirement of the Core Curriculum.",None,"Main Campus, Fall Semester, Each Year, Online, Spring B, Each Year","Main Campus, Online",0,1
PHL-2483,Selected Topics,3,"Topics are chosen with the aim to introduce students to a particular area of philosophical study. Example topics include courses like business ethics, medical ethics, the seven deadly sins, professional ethics, or just war theory. Meets the Arts and Humanities requirement of the Core Curriculum.",None,"Main Campus, Spring Semester, Even Year",Main Campus,0,1
PHL-3013,Political Philosophy,3,"A study of ancient and modern political philosophy utilizing primary texts. The course addresses the place of political philosophy in the broader field of philosophy, emphasizing a worldview approach as a means of understanding human existence. Topics include nature, reason, freedom, justice, right, property, law, religion, will, passions, power, customs, and community. Meets the Arts and Humanities requirement of the Core Curriculum. Same as POL 3003.","EGL 1023 or EGL 1093; and either HST 2013, HST 2083, HST 2023, or HST 2093 - Must be completed prior to taking this course.","Main Campus, Spring Semester, Even Year",Main Campus,0,1
PHL-3323,Phil of the Christian Faith,3,An advanced study of major issues in a Christian approach to philosophy. The course often centers around the works of a major Christian philosopher as a basis for discussion and evaluation. Meets the Arts and Humanities requirement of the Core Curriculum.,None,"Main Campus, Fall Semester, Each Year",Main Campus,0,1
PHL-4433,Philosophy of Religion,3,"An introduction to a major topic in the philosophy of religion, e.g. arguments for and against the existence of God, the problem of evil, or the relationship between God and morality. Students should be able to give an adequate defense of the Christian faith by the end of the semester. Meets the Arts and Humanities requirement of the Core Curriculum. Same as BBL 4433.",None,"Main Campus, Fall Semester, Odd Year",Main Campus,0,1
PHL-4481,Selected Topics,1,"Topics are chosen from some area within religion and philosophy and may include a close reading of a major religious or philosophical work, e.g., Nicomachean Ethics or the Koran; a thorough study of a major figure in religion or philosophy, e.g., Martin Luther or Descartes; a select topic in religion or philosophy, e.g., metaphysics; or an issue, e.g., just war theory. The student may also do an independent study and research under the supervision of an instructor. May be repeated for credit when content differs. Meets the Arts and Humanities requirement of the Core Curriculum.",None,"Main Campus, Spring Semester, Each Year",Main Campus,0,1
PHL-4482,Selected Topics,2,"Topics are chosen from some area within religion and philosophy and may include a close reading of a major religious or philosophical work, e.g., Nicomachean Ethics or the Koran; a thorough study of a major figure in religion or philosophy, e.g., Martin Luther or Descartes; a select topic in religion or philosophy, e.g., metaphysics; or an issue, e.g., just war theory. The student may also do an independent study and research under the supervision of an instructor. May be repeated for credit when content differs. Meets the Arts and Humanities requirement of the Core Curriculum.",None,"Main Campus, Spring Semester, Each Year",Main Campus,0,1
PHL-4483,Selected Topics,3,"Topics are chosen from some area within religion and philosophy and may include a close reading of a major religious or philosophical work, e.g., Nicomachean Ethics or the Koran; a thorough study of a major figure in religion or philosophy, e.g., Martin Luther or Descartes; a select topic in religion or philosophy, e.g., metaphysics or epistemology; or an issue, e.g., just war theory. The student may also do an independent study and research under the supervision of an instructor. May be repeated for credit when content differs. Meets the Arts and Humanities requirement of the Core Curriculum.",None,"Main Campus, Spring Semester, Odd Year",Main Campus,0,1
PHY-1111,Fundamentals of Physics I Lab,1,"Laboratory studies and activities focused on motion, forces, energy, momentum, and fluids. Primarily for biology, construction management, and kinesiology majors. Meets one hour of the Natural Science with lab requirement of the Core Curriculum. This lab must be taken with PHY 1113. One two-hour laboratory per week. An additional fee may be associated with this course.","Minimum ACT math score of 24, or minimum SAT math score of 580, or CLT math score of at least 21, or MTH 1113 and MTH 1122 - Must be completed prior to taking this course., PHY 1113 - Must be taken at the same time as this course.","Main Campus, Fall Semester, Each Year",Main Campus,0,1
PHY-1113,Fundamentals of Physics I,3,"This course is an introductory study of the principles of Newtonian Dynamics, Conservation Laws, and Fluids. Primarily for biology, construction management, and kinesiology majors. Three hours lecture-discussion per week. Meets three hours of the Natural Science with lab requirement of the Core Curriculum. This lecture must be taken with PHY 1111.","Minimum ACT math score of 24, or minimum SAT math score of 580, or CLT math score of at least 21, or MTH 1113 and MTH 1122 - Must be completed prior to taking this course., PHY 1111 - Must be taken at the same time as this course.","Main Campus, Fall Semester, Each Year",Main Campus,0,1
POL-1013,American Govt/Politics,3,"A study of the origins, purposes, and evolution of the American system of government and politics. Topics include the U.S. Constitution, federalism, voting behavior, political parties and elections, and the separation of powers. Students are asked to wrestle with what it means for Christians to engage government and politics. Meets the Social and Behavioral Sciences requirement of the Core Curriculum.",None,"Main Campus, Fall and Spring, Each Year, Online, Fall B, Each Year, All Other Locations, All Sessions, Every Year","Main Campus, Online, Off-Campus, Bethesda Christian School, Harvest Christian Academy",0,1
POL-1093,Honors Am Gov't and Politics,3,"A study of the origins, institutions, and policies of the national government in the United States, incorporating Biblical assessments of various facets of the American system of government. Students formulate their own political views as informed by the principles and practices presented in course readings and class discussion. The course promotes better citizenship through understanding and appreciation of American self-government. Meets the Social and Behavioral Sciences requirement of the Core Curriculum.",Admission to Honors Program or Honors Committee approval - Must be completed prior to taking this course.,"Main Campus, Fall Semester, Even Year",Main Campus,1,1
POL-2213,Comparative Politics,3,"A comparative study of major political systems focusing on the principles, institutions, and customs that constitute the various regimes of the world. Meets the Social and Behavioral Sciences requirement of the Core Curriculum.",None,"Spring Semester, Odd Year","Main Campus, Off-Campus",0,1
POL-3163,"Law, Courts, and Politics",3,"An examination of the relationship between law, courts, and politics in American society. Students will become familiar with competing theories on the origins of law, and how these theories explain contemporary understandings of law. Students also study the American legal system and profession, the structure and limits of the federal and state courts, and consider the intersection of law, politics, and society in specific substantive areas. Meets the Social and Behavioral Sciences requirement of the Core Curriculum.",POL 2013 - Must be completed prior to taking this course.,"Spring Semester, Odd Year","Main Campus, Off-Campus",0,1
POL-3173,Congress/American Presidency,3,"A study of the relationship between the legislative and executive branches in American government, with a specific focus on Congress and the president. Students will explore this relationship over time in an effort to understand how each branch works with (and against) the other. Time will be spent on the legislative and regulatory processes, the delegation of power from Congress to the president, the advice and consent power of the Senate concerning presidential appointments, the powers of each to check the other, and more. Meets the Social and Behavioral Sciences requirement of the Core Curriculum.",POL 1013 - Must be completed prior to taking this course.,"Spring Semester, Even Year",Main Campus,0,1
POL-3223,Peace and Reconciliation,3,"An introduction to the basic principles and strategies of conflict transformation through a 'place as text' and 'people as text' study of the conflict in Northern Ireland. Attention is given to George Mitchell's involvement in the Northern Ireland peace process. Students learn the historical development of the conflict in Northern Ireland, interact with people involved in the conflict, and apply their knowledge of the conflict and reconciliation process in Northern Ireland to conflict transformation in a global context. Attention is given to Christians' role in peacemaking, beginning in their local communities and extending to countries across the world. Meets the Social and Behavioral Sciences requirement of the Core Curriculum.",None,"Lakeside Manor, Spring Semester, Each Year, All Other Locations, All Sessions, Every Year","Main Campus, Online, Off-Campus, Lakeside Manor",0,1
POL-3253,Politics/Race in America,3,"A study of race in American politics. Topics include the role of race in American political institutions over time, race and political behavior, race and the law, and more. Students are challenged to think about these issues from a Christian perspective. Meets the Intercultural Engagement requirement or the Social and Behavioral Sciences requirement of the Core Curriculum (cannot meet both core requirements).",None,"Fall Semester, Odd Year","Main Campus, Lakeside Manor",0,1
POL-3353,International Relations,3,"An examination of the development of international relations and international organizations, and how Christians have responded to the issues of war and peace. Meets the Social and Behavioral Sciences requirement of the Core Curriculum.",POL 1013 and HST 2013 or HST 2023 - Must be completed prior to taking this course.,"Spring Semester, Even Year","Main Campus, Off-Campus",0,1
POL-3453,Gender in American Politics,3,"This course studies the relationship between gender and politics in the United States. Specific topics include the gender gap in voting, representation in government, legal and constitutional developments related to sex and gender, the influence of gender on political campaigns, and more. Meets the Social and Behavioral Sciences requirement of the Core Curriculum.",None,"Fall Semester, Even Year",Main Campus,0,1
POL-4213,Constitutional Law: Inst/Pow,3,"A seminar on the origin, development, and contemporary practice of American constitutionalism as expressed through interpretations of the U.S. Constitution, with special emphasis on Supreme Court cases dealing with federalism, Congress, the Presidency, and the courts. Meets the Social and Behavioral Sciences requirement of the Core Curriculum.",None,"Fall Semester, Odd Year","Main Campus, Off-Campus",0,1
POL-4223,Const Law: Civil Rts & Libts,3,"A seminar on the origin, development, and contemporary practice of American constitutionalism as expressed through interpretations of the U.S. Constitution, with special emphasis on Supreme Court cases dealing with the Bill of Rights and the 14th Amendment. Meets the Social and Behavioral Sciences requirement of the Core Curriculum.",None,"Fall Semester, Even Year",Main Campus,0,1
PSY-1013,Introductory Psychology,3,"The scientific study of human behavior and mental processes including the brain and behavior, consciousness, learning and memory, development, sociocultural processes, emotions, stress and health responses, psychopathology, and treatment methods in psychological science. Students are introduced to theory, research, and practice as the foundations of modern psychology. Meets the Social and Behavioral Sciences requirement of the Core Curriculum.",None,"Main Campus, Fall and Spring, Each Year, Online, Fall A, Spring A, Each Year, All Other Locations, All Sessions, Every Year","Main Campus, Online, Kansas City Christian School, Kanakuk, Off-Campus, Cornerstone Christian Academy, Portsmouth Christian School, McKinney Christian Academy, Metro Christian Academy",0,1
PSY-1093,Hon: Intro Psychology,3,"A scientific study of the principles underlying animal and human behavior, focusing on the development of psychology in relation to other academic disciplines. Critical thinking and integrative themes are stressed by using in-class exercises and formal projects. Meets the Social and Behavioral Sciences requirement of the Core Curriculum.",Admission to Honors Program or Honors Committee approval - Must be completed prior to taking this course.,"Main Campus, Fall Semester, Odd Year",Main Campus,1,1
PSY-2123,Psy of Relationship Dev,3,"A foundational course that integrates Biblical truths with current literature on interpersonal, marriage, and familial relationships across the lifespan. Course work includes analysis and application of current theory and research on interpersonal neurobiology, emotional and relational intelligence, gender differences, family of origin issues, human sexuality, personality types, communication skills, and cross-cultural relationships. This course may not be audited. Meets the Social and Behavioral Sciences requirement of the Core Curriculum.",None,"Spring Semester, Each Year",Main Campus,0,1
PSY-2413,Developmental Psychology,3,"A study of the physical, cognitive, emotional, and social development of the human from conception through adulthood. Meets the Social and Behavioral Sciences requirement of the Core Curriculum. Same as FAM 2413.",None,"Main Campus, Fall and Spring, Each Year, Online, Fall B, Spring B, Summer B, Each Year, All Other Locations, All Sessions, Every Year","Main Campus, Online, Off-Campus, Cornerstone Christian Academy",0,1
PSY-3203,Psychological Testing,3,"An examination of the theory, interpretation, and appropriate use of individual and group tests of personality, mental ability, aptitude, achievement, and interest. Meets the Social and Behavioral Sciences requirement of the Core Curriculum.",PSY 2383 - Must be completed prior to taking this course.,"Main Campus, Fall and Spring, Upon Sufficient Request, Online, Fall A, Spring A, Each Year","Main Campus, Online",0,1
PSY-3303,Theories of Personality,3,"A study of the development, organization, and dynamics of personality with references to theories of personality developed in the 20th century. This course examines personality theory through a focus on key concepts, techniques of practice, application, and critical evaluation of each framework. The application of personality theories in clinical and testing settings will also be explored. Meets the Social and Behavioral Sciences requirement of the Core Curriculum.",PSY 1013 - Must be completed prior to taking this course.,"Spring Semester, Each Year","Main Campus, Off-Campus",0,1
PSY-3333,Sport/Exercise Psychology,3,"The study of the psychological processes which underlie involvement in sport and exercise activities. Focus will be given to issues of performance, motivation and aggression, interventions in sport, team and spectator factors, and socialization in sport, among others. An elective course which may be substituted for the Selected Topics course. Meets the Social and Behavioral Sciences requirement of the Core Curriculum. Same as KIN 3333.",PSY 1013 - Must be completed prior to taking this course.,"Spring Semester, Even Year",Main Campus,0,1
PSY-3411,Selected Topics,1,"Topics chosen from a variety of subjects such as the Psychology of Genius and Creativity, the Psychology and History of the Holocaust, and Psychology of Humor, among other specialty areas. May be repeated for credit when content/topic differs. Meets the Social and Behavioral Sciences requirement of the Core Curriculum.",PSY 1013 - Must be taken either prior to or at the same time as this course.,"Fall and Spring, Each Year",Main Campus,0,1
PSY-3412,Selected Topics,2,"Topics chosen from a variety of subjects such as the Psychology of Genius and Creativity, the Psychology and History of the Holocaust, and Psychology of Humor, among other specialty areas. May be repeated for credit when content/topic differs. Meets the Social and Behavioral Sciences requirement of the Core Curriculum.",PSY 1013 - Must be taken either prior to or at the same time as this course.,"Fall and Spring, Each Year",Main Campus,0,1
PSY-3413,Selected Topics,3,"Topics chosen from a variety of subjects such as the Psychology of Genius and Creativity, the Psychology and History of the Holocaust, and Psychology of Humor, among other specialty areas. May be repeated for credit when content/topic differs. Meets the Social and Behavioral Sciences requirement of the Core Curriculum.",PSY 1013 - Must be taken either prior to or at the same time as this course.,"Main Campus, Fall and Spring, Each Year, Online, Spring B, Each Year, All Other Locations, All Sessions, Every Year","Main Campus, Online, Off-Campus",0,1
PSY-3423,Social Psychology,3,"An investigation of how the behavior, feelings and thoughts of an individual are influenced or determined by the behavior and characteristics of others. Topics for discussion include attraction, attitudes, aggression, persuasion, and group behavior. Meets the Social and Behavioral Sciences requirement of the Core Curriculum.",PSY 1013 - Must be completed prior to taking this course.,"Main Campus, Spring Semester, Each Year, Online, Fall B, Summer B, Each Year, All Other Locations, All Sessions, Every Year","Main Campus, Online, Off-Campus",0,1
PSY-3493,Research Seminar,3,An opportunity for students to develop research skills in a content area with the goal of completing and presenting an empirical research project. Members of the class also produce the departmental online undergraduate research journal. Meets the Social and Behavioral Sciences requirement of the Core Curriculum.,PSY 2393 - Must be completed prior to taking this course.,"Main Campus, Fall Semester, Each Year, Online, Fall A, Spring A, Each Year, All Other Locations, All Sessions, Every Year","Main Campus, Online, Off-Campus",0,1
PSY-4213,Abnormal Psychology,3,"The nature, causes, and treatment of maladaptive behavior including personality disorders, psychoses, reactions to stress, anxiety disorders, and other dysfunctions. Includes a review of diagnostic techniques, biological and psychological therapies, preventive programs and other strategies of intervention. Meets the Social and Behavioral Sciences requirement of the Core Curriculum.","PSY 1013 - Must be completed prior to taking this course., PSY 2233 - Recommended prior to taking this course, but is not required.","Main Campus, Fall Semester, Each Year, Online, Fall A, Spring A, Each Year, All Other Locations, All Sessions, Every Year","Main Campus, Online, Off-Campus",0,1
PSY-4333,Cognitive Psychology,3,"A study of major theories, research methods, and empirical findings of cognitive psychology, including attention, memory, imagery, categorization, language, and problem solving. Meets the Social and Behavioral Sciences requirement of the Core Curriculum.",PSY 2393 - Must be completed prior to taking this course.,"Main Campus, Spring Semester, Even Year, Online, Fall B, Spring B, Each Year, All Other Locations, All Sessions, Every Year","Main Campus, Online, Off-Campus",0,1
PSY-4343,Theories of Learning,3,"A study of the major theories, research methods, and empirical findings of animal and human learning. Classical and operant conditioning paradigms are emphasized. Meets the Social and Behavioral Sciences requirement of the Core Curriculum.",PSY 2393 - Must be completed prior to taking this course.,"Main Campus, Spring Semester, Odd Year, Online, Fall A, Spring A, Each Year, All Other Locations, Spring Semester, Odd Year","Main Campus, Online, Off-Campus",0,1
PSY-4353,Behavioral Neuroscience,3,"A study of the biological bases of behavior. Topics for consideration include neuroanatomy, neuropsychology, learning and memory, emotion, drug effects, and the biological correlates of mental disorders. Meets the Social and Behavioral Sciences requirement of the Core Curriculum.","PSY 1013 - Must be completed prior to taking this course., PSY 2393 - Recommended prior to taking this course, but is not required.","Main Campus, Fall Semester, Each Year, Online, Fall B, Each Year, All Other Locations, All Sessions, Every Year","Main Campus, Online, Off-Campus",0,1
PSY-4411,Indep Research Psychology,1,Student-directed research supervised by a member of the psychology faculty. May be repeated for credit. Meets the Social and Behavioral Sciences requirement of the Core Curriculum.,PSY 3493 - Must be completed prior to taking this course.,Upon Sufficient Request,Main Campus,0,1
PSY-4412,Indep Research Psychology,2,Student-directed research supervised by a member of the psychology faculty. May be repeated for credit. Meets the Social and Behavioral Sciences requirement of the Core Curriculum.,PSY 3493 - Must be completed prior to taking this course.,Upon Sufficient Request,Main Campus,0,1
PSY-4413,Indep Research Psychology,3,Student-directed research supervised by a member of the psychology faculty. May be repeated for credit. Meets the Social and Behavioral Sciences requirement of the Core Curriculum.,PSY 3493 - Must be completed prior to taking this course.,Upon Sufficient Request,Main Campus,0,1
PSY-4493,Seminar in Psychology,3,An integrated capstone course emphasizing the application of Christian thought to the study and practice of contemporary psychology. Special emphasis is given to the selection of topics in psychological science which present unique challenges in the task of integration for students. Meets the Social and Behavioral Sciences requirement of the Core Curriculum.,"PSY 2393, junior standing, and must have completed six hours of BBL courses - Must be completed prior to taking this course.","Main Campus, Spring Semester, Each Year, Online, Fall B, Spring B, Each Year","Main Campus, Online",0,1
REL-2143,Islam in Context,3,"This course seeks to introduce students to the religious traditions of Islam as they find expression in specific cultural contexts and is offered as part of course offerings on the Jordan Summer Studies Program and the Bible Lands Study Trips. As much as possible, we will seek to understand Islam in this course from the inside out. All readings will be from Muslim sources, and will we will focus on readings that are specific as much as possible to the locations to which we travel. In addition to our study of Islam, we will also consider how Christian faith can be enriched from a study of Islam and how Christians can more faithfully bear witness to Christ to those beyond the Christian tradition. Meets the Intercultural Engagement requirement of the Core Curriculum.",None,"Off-Campus, Summer, Each Year",Off-Campus,0,1
