course_code,course_title,credits_count,description,requisites,time_and_place_list,location,honors,core
MTH-2143,Mathematical Structures I,3,"This course is a presentation of mathematics in a format that prepares teachers of elementary school mathematics. Topics include problem-solving patterns, the mathematical meaning and background of real-number arithmetic, and number theory.","Minimum ACT math score of 19, or minimum SAT math score of 510, or CLT math score of at least 18, or passing score (state level) on Praxis I Math, or MTH 0153 (or higher) with a minimum grade of 'C' - Must be taken either prior to or at the same time as this course.","Fall Semester, Each Year",Main Campus,0,0
MTH-2183,Mathematical Structures II,3,"This course is a presentation of mathematics in a format that prepares teachers of elementary school mathematics. Topics include problem-solving, sets and logic, functions, the mathematical meaning and background of real-number arithmetic, number theory, probability and statistics, introductory geometry, geometric constructions, congruence, similarity, measurement, and coordinate geometry.",MTH 2143 - Must be completed prior to taking this course.,"Spring Semester, Each Year",Main Campus,0,0
MTH-2213,Discrete Mathematics,3,"A study of the mathematical topics that most directly relate to computer science. Topics include quantification notation, logic, proofs, sequences and series, algorithms, modular arithmetic, basic number theory, combinatorics and probability, trees and elementary graph theory. An emphasis is placed on programming and basic algorithm writing.","MTH 1123, MTH 1134, or MTH 1163 - Must be completed prior to taking this course.","Main Campus, Fall Semester, Each Year",Main Campus,0,0
MTH-3101,Mathematics Teaching Prac,1,Practical experience in mathematics instruction. Three hours per week. May be repeated once for credit.,Junior standing - Must be completed prior to taking this course.,Upon Sufficient Request,Main Campus,0,0
MTH-3103,Foundations of Mathematics,3,"An introductory study of predicate logic, set theory, and methods of mathematical proof. Applications may pertain to the theory of numbers, discrete mathematics, cardinality, and algebraic structures.",MTH 1144 or MTH 1173 - Must be completed prior to taking this course.,"Main Campus, Fall Semester, Even Year",Main Campus,0,0
MTH-3113,Selected Topics,3,"Topics of study are chosen from various branches of mathematics such as algebra, topology, number theory, complex variables or mathematical physics. May be repeated for credit when content differs.",None,"Fall Semester, Odd Year",Main Campus,0,0
MTH-3133,Linr Alg & Differential Eqtns,3,A continuation of the study of differential equations as begun in MTH 2113 with special emphasis on applications to problems in physics and engineering. This course also includes an introduction to linear algebra as this subject forms the basis for the study of higher-dimensional systems of differential equations.,"MTH 1144; or MTH 1163, MTH 1173 and MTH 2113 - Must be completed prior to taking this course.","Main Campus, Spring Semester, Each Year",Main Campus,0,0
MTH-3143,Topics in Mathematics Ed,3,An introduction to the philosophy and practice of teaching mathematics. Course includes discussion and analysis of current trends and an introduction to the literature.,"MTH 2183 and one of the following: MTH 1123, MTH 1134, or MTH 1163 - Must be completed prior to taking this course.","Main Campus, Fall Semester, Even Year",Main Campus,0,0
MTH-3153,Foundations of Geometry,3,"An introduction to the theory of Euclidean, neutral, Lobachevskian, Riemannian, incidence, and affine geometrics, together with linear, planar, and spatial order properties. Designed primarily for prospective secondary teachers of mathematics.",MTH 1134 or MTH 1163 - Must be completed prior to taking this course.,"Main Campus, Spring Semester, Odd Year",Main Campus,0,0
MTH-3173,Mathematical Model/Simulation,3,"A study of the design of mathematical models and computer simulations in various scientific disciplines such as physics, biology, or sociology.",MTH 2123 and CS 1113 - Must be completed prior to taking this course.,Upon Sufficient Request,Main Campus,0,0
MTH-3183,Probability and Statistics,3,"An introduction to the theory of probability and statistical methods. Topics include discrete and continuous random variables, density functions, the normal and binomial distributions, correlation, the weak law of large numbers, the central limit theorem, estimation, and hypothesis testing.","MTH 1144; or MTH 1173 and MTH 2113 - Must be completed prior to taking this course., MTH 2123 is strongly recommended but not required - Recommended prior to taking this course, but is not required.","Main Campus, Fall Semester, Each Year",Main Campus,0,0
MTH-4000,Standard Exam,0,Standardized Achievement Exam requirement met.,None,"","",0,0
MTH-4123,Abstract Algebra,3,"This course is an introduction to modern algebra and algebraic structures such as groups, rings, integral domains, and fields.",MTH 3103 - Must be completed prior to taking this course.,"Main Campus, Spring Semester, Even Year",Main Campus,0,0
MTH-4143,Real Analysis,3,"A systematic study of topics in mathematical analysis such as the real number system, sequences, limits, continuity, differentiation, and integration.",MTH 2123 and MTH 3103 - Must be completed prior to taking this course.,"Fall Semester, Odd Year",Main Campus,0,0
MTH-4220,Mathematics Research,0,This course involves students in research projects in an area of mathematics that is of interest to the students and the supervising faculty. It can be taken only for REU experiences at other institutions. Graded 'S' or 'U'.,Instructor consent required - Must be completed prior to taking this course.,"Fall and Spring, Each Year",Main Campus,0,0
MTH-4221,Mathematics Research,1,This course involves students in research projects in an area of mathematics that is of interest to the student and the supervising faculty. May be repeated for credit up to a total of three hours counted toward fulfillment of upper-division elective credits in mathematics as required for the Mathematics major.,Instructor consent required - Must be completed prior to taking this course.,"Fall and Spring, Each Year",Main Campus,0,0
MTH-4222,Mathematics Research,2,This course involves students in research projects in an area of mathematics that is of interest to the students and the supervising faculty. May be repeated for credit up to a total of three hours counted toward fulfillment of upper-division elective credits in mathematics as required for the Mathematics major.,Instructor consent required - Must be completed prior to taking this course.,"Fall and Spring, Each Year",Main Campus,0,0
MTH-4223,Mathematics Research,3,This course involves students in research projects in an area of mathematics that is of interest to the students and the supervising faculty. May be repeated for credit up to a total of three hours counted toward fulfillment of upper-division elective credits in mathematics as required for the Mathematics major.,Instructor consent required - Must be completed prior to taking this course.,"Fall and Spring, Each Year",Main Campus,0,0
MTH-4310,Mathematics Internship,0,"Students who take this course will gain practical experience in a mathematics-related field by working in a private company, a non-profit organization, or a government agency. Internships may be paid, unpaid, or stipend-based. Graded 'S' or 'U'.",Junior standing - Must be completed prior to taking this course.,"Fall and Spring, Each Year",Main Campus,0,0
MTH-4913,Hon Co-Teach: Readings,3,"",None,Upon Sufficient Request,Main Campus,1,0
MUS-1000,Recital Attendance,0,Satisfactory completion of a specified number of recitals and concerts each semester. Full-time music majors must register every semester in order to complete the Recital Attendance requirements for graduation. Students in the B.Mus.Ed. program are exempted the semester of internship. Two semesters are required of students minoring in music or worship arts. May be repeated. Graded 'S' or 'U'.,None,"Fall and Spring, Each Year",Main Campus,0,0
MUS-1103,Foundations of Music,3,"A study of the rudiments of music including music reading (meter, intervals, scales, key signatures, triads, and seventh chords), aural skills, and foundational theoretical topics and vocabulary.",None,"Fall Semester, Each Year","Main Campus, Crossing Christian School",0,0
MUS-1152,Keyboard Musicianship I,2,"Introductory keyboard skills, scales, chords, easy pieces, transpositions, improvisations, dictation, and basic theory and aural skills applied at the keyboard. An additional fee may be associated with this course.",None,"Spring Semester, Each Year",Main Campus,0,0
MUS-1162,Keyboard Musicianship II,2,"A continuation of MUS 1152. An emphasis on early-intermediate keyboard skills, accompaniments to melodies, sequential and free transposition, improvisation, and theory and aural skills applied at the keyboard. An additional fee may be associated with this course.",MUS 1152 - Must be completed prior to taking this course.,"Fall Semester, Each Year",Main Campus,0,0
MUS-1202,Music/Theatre Vocation,2,"An introduction to the music curriculum and life as a vocational musician and artist. Consideration of philosophical, theological, and artistic issues fundamental to the arts. Meets the Arts and Humanities requirement of the Core Curriculum.",None,"Fall Semester, Each Year",Main Campus,0,1
MUS-1301,Applied Composition,1,One half-hour private lesson per week. Minimum amount of weekly preparation to be determined by instructor. May be repeated for credit. An additional fee may be associated with this course.,MUS 2133 and MUS 1152 or instructor consent - Must be completed prior to taking this course.,Upon Sufficient Request,Main Campus,0,0
MUS-1302,Applied Composition,2,One hour private lesson per week. Minimum amount of weekly preparation to be determined by instructor. May be repeated for credit. An additional fee may be associated with this course.,MUS 2133 and MUS 1152 or instructor consent - Must be completed prior to taking this course.,Upon Sufficient Request,Main Campus,0,0
MUS-1631,Music Prac: Music Theatre Prod,1,Forty-five hours of production assistance per credit hour in preparing and producing a music theatre production. Students will work under the direct supervision of the director of the music theatre production.,None,"Fall and Spring, Each Year",Main Campus,0,0
MUS-1632,Music Prac: Music Theatre Prod,2,Forty-five hours of production assistance per credit hour in preparing and producing a music theatre production. Students will work under the direct supervision of the director of the music theatre production.,None,"Fall and Spring, Each Year",Main Campus,0,0
MUS-1730,Musical Theatre Production,0,Fully staged production of a musical or operetta. May be repeated. An additional fee may be associated with this course.,Audition required - Must be completed prior to taking this course.,"Fall and Spring, Each Year",Main Campus,0,0
MUS-1731,Music Theatre Production,1,Fully staged production of a musical or operetta. May be repeated for credit. An additional fee may be associated with this course.,Audition required - Must be completed prior to taking this course.,"Fall and Spring, Each Year",Main Campus,0,0
MUS-1732,Music Theatre Production,2,Fully staged production of a musical or operetta. May be repeated for credit. An additional fee may be associated with this course.,Audition required - Must be completed prior to taking this course.,"Fall and Spring, Each Year",Main Campus,0,0
MUS-1791,Recreational Guitar,1,One half-hour private lesson per week. Student must supply guitar for practice and lessons. Minimum amount of daily practice to be determined by instructor. Available for students not concentrating in guitar as part of a major or minor in music or minor in worship arts. May be repeated for credit. An additional fee may be associated with this course.,None,Upon Sufficient Request,Main Campus,0,0
MUS-1820,University Chorus,0,"University Chorus is a choir made up of students from all majors and is open to all students by audition. Rehearsals are held twice per week, with performance opportunities each semester. This course is designed to provide performance and learning opportunities for all students and expose students to a variety of excellent choral repertoire. Students will learn basic singing, music reading, and ensemble techniques to prepare them for success in all musical endeavors.",None,"Fall and Spring, Each Year",Main Campus,0,0
MUS-1821,University Chorus,1,"University Chorus is a choir made up of students from all majors and is open to all students by audition. Rehearsals are held twice per week, with performance opportunities each semester. This course is designed to provide performance and learning opportunities for all students and expose students to a variety of excellent choral repertoire. Students will learn basic singing, music reading, and ensemble techniques to prepare them for success in all musical endeavors.",None,"Fall and Spring, Each Year",Main Campus,0,0
MUS-1850,JBU Chapel Band,0,"This ensemble seeks to develop the musicianship and character of all students participating in JBU Chapel Bands. Students will rehearse music to be used in leading weekly chapel services, as well as participate in team building exercises and discussions about the corporate worship culture of JBU. This course also serves as an opportunity for Chapel Leaders to practice pastoral care and leadership to a small group of student musicians. May be repeated. An additional fee may be associated with this course.",Application and audition required - Must be completed prior to taking this course.,"Fall and Spring, Each Year",Main Campus,0,0
MUS-1851,JBU Chapel Band,1,"This ensemble seeks to develop the musicianship and character of all students participating in JBU Chapel Bands. Students will rehearse music to be used in leading weekly chapel services, as well as participate in team building exercises and discussions about the corporate worship culture of JBU. This course also serves as an opportunity for Chapel Leaders to practice pastoral care and leadership to a small group of student musicians. May be repeated for credit. An additional fee may be associated with this course.",Application and audition required - Must be completed prior to taking this course.,"Fall and Spring, Each Year",Main Campus,0,0
MUS-1871,Applied Voice as an Elective,1,One half-hour private lesson per week. Minimum amount of daily practice to be determined by instructor. For students taking voice as an elective. Credit does not count as applied hours for any students majoring or minoring in music with voice as the emphasis or concentration. Students are not provided an accompanist. May be repeated for credit. An additional fee may be associated with this course.,MUS 1980 - Must be taken at the same time as this course.,"Fall and Spring, Each Year",Main Campus,0,0
MUS-1872,Applied Voice as an Elective,2,A one-hour or two half-hour private lessons per week. Minimum amount of daily practice to be determined by instructor. For students taking voice as an elective. Credit does not count as applied hours for any students majoring or minoring in music with voice as the emphasis or concentration. Students are not provided an accompanist. May be repeated for credit. An additional fee may be associated with this course.,MUS 1980 - Must be taken at the same time as this course.,"Fall and Spring, Each Year",Main Campus,0,0
MUS-1881,Applied Piano As an Elective,1,One half-hour private lesson per week. Minimum amount of daily practice to be determined by instructor. For students taking piano as a secondary or elective instrument. Credit does not count as applied hours for any students majoring or minoring in music with piano as the major instrument. May be repeated for credit. An additional fee may be associated with this course.,MUS 1990 - Must be taken at the same time as this course.,"Fall and Spring, Each Year",Main Campus,0,0
MUS-1882,Applied Piano as Elective,2,A one-hour or two half-hour private lessons per week. Minimum amount of daily practice to be determined by instructor. For students taking piano as a secondary or elective instrument. Credit does not count as applied hours for any students majoring or minoring in music with piano as the major instrument. May be repeated for credit. An additional fee may be associated with this course.,MUS 1990 - Must be taken at the same time as this course.,"Fall and Spring, Each Year",Main Campus,0,0
MUS-1890,Studio Class in Instr Music,0,"Required of all students taking instrumental music. A weekly performance class in which students have the opportunity to perform for their peers and receive constructive remarks regarding technique, interpretation, and general performance procedures. Specific topics are addressed at the discretion of the instructors. May be repeated.",None,"Fall and Spring, Each Year",Main Campus,0,0
MUS-1891,Applied Instrument,1,One half-hour private lesson per week. Minimum amount of daily practice to be determined by instructor. Available for music and theatre majors and minors. May be repeated for credit. An additional fee may be associated with this course.,MUS 1890 - Must be taken at the same time as this course.,"Fall and Spring, Each Year",Main Campus,0,0
MUS-1892,Applied Instrument,2,A one-hour or two half-hour private lessons per week. Minimum amount of daily practice to be determined by instructor. Available for music and theatre majors and minors. May be repeated for credit. An additional fee may be associated with this course.,MUS 1890 - Must be taken at the same time as this course.,"Fall and Spring, Each Year",Main Campus,0,0
MUS-1901,Basic Guitar Techniques,1,Class instruction focused on guitar playing styles and techniques applicable to church settings. Primary emphasis is given to playing rhythm guitar; some lead guitar techniques are addressed.,None,Upon Sufficient Request,Main Campus,0,0
MUS-1911,Lyric Diction I,1,"English and Italian pronunciation and articulation for singers, with emphasis on International Phonetic Alphabet transcription and song text delivery. Two fifty-minute sessions per week.",None,Upon Sufficient Request,Main Campus,0,0
MUS-1921,Lyric Diction II,1,"German and French pronunciation and articulation for singers, with emphasis on International Phonetic Alphabet transcription and song text delivery. Two fifty-minute sessions per week.",MUS 1911 - Must be completed prior to taking this course.,Upon Sufficient Request,Main Campus,0,0
MUS-1951,Class Lessons in Voice,1,"Group instruction with emphasis on foundational vocal techniques, practice skills, and beginning song literature. Two hours of class weekly and half-hour of practice daily.",None,"Fall and Spring, Each Year",Main Campus,0,0
MUS-1980,Studio Class in Voice,0,"Required of all students taking Applied Voice. A weekly performance class in which students have the opportunity to perform for their peers and receive constructive remarks regarding technique, interpretation, and general performance procedures. Specific topics are addressed at the discretion of the instructors. May be repeated.","MUS 1871, MUS 1872, MUS 1981, or MUS 1982 - Must be taken at the same time as this course.","Fall and Spring, Each Year",Main Campus,0,0
MUS-1981,Applied Voice,1,One half-hour private lesson per week. Minimum amount of daily practice to be determined by instructor. May be repeated each semester of lower-division study. An additional fee may be associated with this course.,"Meet General Requirements for Music degrees - Must be completed prior to taking this course., MUS 1980 - Must be taken at the same time as this course.","Fall and Spring, Each Year",Main Campus,0,0
MUS-1982,Applied Voice,2,One 1-hour or two half-hour private lessons per week. Minimum amount of daily practice to be determined by instructor. May be repeated each semester of lower-division study. An additional fee may be associated with this course.,"Meet General Requirements for Music degrees - Must be completed prior to taking this course., MUS 1980 - Must be taken at the same time as this course.","Fall and Spring, Each Year",Main Campus,0,0
MUS-1990,Studio Class in Piano,0,"Required of all students taking Applied Piano. A weekly performance class in which students have the opportunity to perform for their peers and receive constructive remarks regarding technique, interpretation, and general performance procedures. Specific topics are addressed at the discretion of the instructors. May be repeated.","MUS 1991, MUS 1992, or MUS 1881 - Must be taken at the same time as this course.","Fall and Spring, Each Year",Main Campus,0,0
MUS-1991,Applied Piano,1,One half-hour private lesson per week. Minimum amount of daily practice to be determined by instructor. May be repeated each semester of lower-division study. An additional fee may be associated with this course.,"Meet General Requirements for Music degrees - Must be completed prior to taking this course., MUS 1990 - Must be taken at the same time as this course.","Fall and Spring, Each Year",Main Campus,0,0
MUS-1992,Applied Piano,2,A one-hour or two half-hour private lessons per week. Minimum amount of daily practice to be determined by instructor. May be repeated each semester of lower-division study. An additional fee may be associated with this course.,"Meet General Requirements for Music Degrees - Must be completed prior to taking this course., MUS 1990 - Must be taken at the same time as this course.","Fall and Spring, Each Year",Main Campus,0,0
MUS-2000,Piano Proficiency,0,Not available for enrollment,None,"","",0,0
MUS-2003T,Masterpieces of The Arts,3,"Used for transfer credit purposes only, not available for enrollment.",None,"","",0,0
MUS-2083,Masterpieces of Music,3,"An introduction to music, through the study of selected masterworks of concert and stage genres representative of a variety of historical periods. Emphases on style and form, understanding and appreciation, and application to other examples of the perception skills developed through the study of the selected works. Meets the Arts and Humanities requirement of the Core Curriculum.",None,Upon Sufficient Request,"Online, Off-Campus",0,1
MUS-2133,Intermediate Music Theory,3,"A study of diatonic harmony of the common practice period with emphasis on descriptive and interpretive analytical methodologies, species counterpoint, and part writing. Meets the Arts and Humanities requirement of the Core Curriculum.",MUS-1103 or waiver - Must be completed prior to taking this course.,"Main Campus, Fall Semester, Each Year",Main Campus,0,1
MUS-2172,Keyboard Musicianship III,2,"A continuation of MUS 1162. Intermediate keyboard skills, accompaniments to melodies, sequential and free transposition, improvisation, sight reading, dictation, and other creative skills at the keyboard. An additional fee may be associated with this course.",MUS 1162 - Must be completed prior to taking this course.,Upon Sufficient Request,Main Campus,0,0
MUS-2503,Worship Arts I: Orientation,3,"Worship I is the first of two foundation for the worship arts minor. This course seeks to discover each student's ""worship starting point,"" identifying local church background and other worship experiences that have shaped this initial perspective. From there, lectures, discussions, and readings in the areas of theology, ecclesiology, and spiritual formation aim to broaden this worship perspective by cultivating an appreciation for various leadership, planning, and music styles that may or may not align with the student's personal preference. In conjunction, the student is challenged to evaluate his or her worship leadership off the stage through candid group discussion and individual analysis. These exercises aim to broaden the student's worship perspective by viewing all facets of life as genuine acts of worship.",None,"Fall Semester, Each Year",Main Campus,0,0
MUS-2513,Worship Arts II: Mtrls/Mthds,3,"Worship II seeks to give a practical face to the concepts learned in Worship Arts I. The student learns much about the reality of actually serving as a worship pastor in a local congregation. This course teaches various fundamentals of corporate worship planning, such as song selection, transitions, and exhortations. However, it also equips the student with keen observation and critical thinking skills; the student can utilize these skills to evaluate the theological integrity and pastoral effectiveness of any corporate worship gathering. In addition, this course requires the student to serve several times with various non-profit organizations that aim to help the disenfranchised people of Northwest Arkansas through music. This component of the course seeks to encourage the student to continue to view worship as a lifestyle, far more than a Sunday morning activity.",MUS 2503 - Must be completed prior to taking this course.,"Spring Semester, Each Year",Main Campus,0,0
MUS-2601,Accompanying Class,1,"Various aspects of accompanying including how to analyze and rehearse music, how to maintain ensemble balance, and the working out of performance details involved with collaborative musical artistry. Repertoire presented is from standard vocal, choral, instrumental, and church music. Students gain experience and practice accompanying other students during the semester.",None,Upon Sufficient Request,Main Campus,0,0
MUS-2901,Guitar in Worship,1,Application of guitar skills to the worship setting.,MUS 1901 or instructor consent - Must be completed prior to taking this course.,Upon Sufficient Request,Main Campus,0,0
MUS-3000,Upper-Div Admit Exam,0,Not available for enrollment,None,"Each Semester, Each Year","",0,0
MUS-3102,Orchestration,2,"An introduction to scoring and arranging for various ensembles and instrument groups with emphases on range, timbre, music engraving, and general principles of arranging/orchestration. Includes arranging projects utilizing Finale software.",MUS 2133 - Must be completed prior to taking this course.,"Main Campus, Spring Semester, Even Year",Main Campus,0,0
MUS-3213,Music Hsty/Culture,3,"A survey of music history and culture from ancient times to the early 21sts century, with an emphasis on a holistic contextualizing of musical practices through the analyses of major musical works. This course includes a major research project. Meets the Arts and Humanities requirement of the Core Curriculum.",MUS 2113 or MUS 3433 - Must be completed prior to taking this course.,"Spring Semester, Odd Year",Main Campus,0,1
MUS-3232,Reharmonization Tech - Church,2,"An integrated study of music theory with an emphasis on emerging pop symbols and popular and jazz harmonies used in current worship music. The creation of worship charts, lead sheets, chord substitution, simplified hymn harmonization, segues, intros, outros, turnarounds and arranging are studied in detail.",MUS 2111 and MUS 2113 - Must be completed prior to taking this course.,"Spring Semester, Even Year",Main Campus,0,0
MUS-3343,American Popular Music,3,"A survey of the history and development of popular music in North America, with an emphasis on a holistic contextualizing of musical practices through the analyses of major musical works. This course includes a major research project. Meets the Arts and Humanities requirement of the Core Curriculum.",None,"Main Campus, Spring Semester, Odd Year",Main Campus,0,1
MUS-3403,Global Music Perspectives,3,"An exploration of music's materials, contexts, and purposes with consideration of music as a global phenomenon and commonality of human social experience. Through videos, readings, and listening to both recorded and live music from diverse world regions, we will examine the occasions and purposes of music making and listening. Also includes an introduction to the fields of ethnomusicology.",MUS 2113 or MUS 3433 - Must be completed prior to taking this course.,"Fall Semester, Even Year",Main Campus,0,0
MUS-3411,Conducting I,1,"Basic conducting patterns and techniques; score-reading, both choral and instrumental; study and preparation of graded choral music.",MUS 2133 and MUS 1152 - Must be completed prior to taking this course.,"Main Campus, Spring Semester, Odd Year",Main Campus,0,0
MUS-3412,Conducting I,2,"Basic conducting patterns and techniques; score-reading, both choral and instrumental; study and preparation of graded choral music.",MUS 2113 - Must be completed prior to taking this course.,"Fall Semester, Each Year",Main Campus,0,0
MUS-3421,Conducting II,1,"Advanced conducting techniques, score preparation, and interpretation. Emphasis on conducting assigned selections, the study of advanced choral works, and stylistic interpretation. Class meets two days per week.",MUS 3411 - Must be completed prior to taking this course.,"Main Campus, Fall Semester, Even Year",Main Campus,0,0
MUS-3433,Advanced Music Theory,3,"A study of chromatic harmony of the common practice period, with emphases on interpretive analytical methodologies. Meets the Arts and Humanities requirement of the Core Curriculum.",MUS 2133 - Must be completed prior to taking this course.,"Main Campus, Spring Semester, Each Year",Main Campus,0,1
MUS-3562,Production Technology,2,"An introduction to live sound engineering with a focus on experiential and situational learning. This course aims to achieve basic proficiency in the following areas: digital mixing consoles (specifically the Yamaha M7CL), mic placement, building a live audio mix, and the art of equalization. An additional fee may be associated with this course.",None,"Spring Semester, Even Year",Main Campus,0,0
MUS-3601,Music Prac: Accompanying,1,"Student accompanies voice students at their lessons and rehearsals, musical theatre workshop rehearsals, or other accompaniment opportunities with the consent of the instructor. May be repeated for credit.",MUS 2601 - Must be completed prior to taking this course.,"Fall and Spring, Each Year",Main Campus,0,0
MUS-3620,Music Prac: Com Arts Acad,0,The student will give one-on-one instruction to a community member of Siloam Springs in a primary or secondary area of performance study. Minimal compensation will be earned. Lessons will be observed and evaluated by the practicum director/applied teacher periodically throughout the semester.,None,"Fall and Spring, Each Year",Main Campus,0,0
MUS-3621,Music Prac: Stdnt Conductor,1,"Selected specifically by the conductor of an ensemble, a student is given opportunity to serve in various capacities, such as section leader, performance music librarian, rehearsal conductor, and if appropriate, assistant conductor in performances. Assigned duties are tailored to offer practical experience in all aspects of choral and/or instrumental performance. May be repeated for credit.",MUS 3411 - Must be completed prior to taking this course.,"Main Campus, Upon Sufficient Request, Upon Sufficient Request",Main Campus,0,0
MUS-3651,Music Prac: Chapel Leader,1,"Student serves the Chapel Program in a variety of capacities including participating with the music teams, attending planning meetings and rehearsals, assisting with overall set-up and programming, and evaluating the services. Student reports directly to the Director of Worship Arts. May be repeated for credit.",MUS 2513 - Must be completed prior to taking this course.,"Fall and Spring, Each Year",Main Campus,0,0
MUS-3661,Music Prac: Technology,1,"Student serves as sound technician in a church, JBU chapel, recording studio, audio post-production facility, radio station, etc. May be repeated for credit.",MUS 3562 - Must be completed prior to taking this course.,Upon Sufficient Request,"Main Campus, Off-Campus",0,0
MUS-3730,Music Theatre Production,0,A fully staged production of a musical or operetta. May be repeated for credit. An additional fee may be associated with this course.,Audition required - Must be completed prior to taking this course.,"Fall and Spring, Each Year",Main Campus,0,0
MUS-3731,Music Theatre Production,1,A fully staged production of a musical or operetta. May be repeated for credit. An additional fee may be associated with this course.,Audition required - Must be completed prior to taking this course.,"Fall and Spring, Each Year",Main Campus,0,0
MUS-3732,Music Theatre Production,2,Annual fully staged production of a musical or operetta. May be repeated for credit. An additional fee may be associated with this course.,Audition required - Must be completed prior to taking this course.,"Fall and Spring, Each Year",Main Campus,0,0
MUS-3800,Cathedral Choir,0,"The Cathedral Choir, open to students from all fields of study, performs standard collegiate choral literature of the various style periods. It is featured in the annual Christmas Candlelight Service and takes an annual tour during spring break. May be repeated. An additional fee may be associated with this course in semesters when the choir tours.",Audition required - Must be completed prior to taking this course.,"Fall and Spring, Each Year",Main Campus,0,0
MUS-3801,Cathedral Choir,1,"The Cathedral Choir, open to students from all fields of study, performs standard collegiate choral literature of the various style periods. It is featured in the annual Christmas Candlelight Service and takes an annual tour during spring break. May be repeated for credit. An additional fee may be associated with this course.",Audition required - Must be completed prior to taking this course.,"Fall and Spring, Each Year",Main Campus,0,0
MUS-3850,The Red Steps,0,"This ensemble exists to serve the University by leading worship at schools and churches throughout the country for the purpose of recruitment, marketing and overall encouragement to the body of Christ. This ensemble may also play a broader repertoire of music at coffee shops, bookstores, and churches for special events sponsored by the Admissions Department or area schools. This ensemble is filled through an invitation only audition and includes a small stipend. May be repeated. An additional fee may be associated with this course.",Invitation to audition only - Must be completed prior to taking this course.,"Fall and Spring, Each Year",Main Campus,0,0
MUS-3851,The Red Steps,1,"This ensemble exists to serve the University by leading worship at schools and churches throughout the country for the purpose of recruitment, marketing and overall encouragement to the body of Christ. This ensemble may also play a broader repertoire of music at coffee shops, bookstores, and churches for special events sponsored by the Admissions Department or area schools. This ensemble is filled through an invitation only audition and includes a small stipend. May be repeated for credit. An additional fee may be associated with this course.",Invitation to audition only - Must be completed prior to taking this course.,"Fall and Spring, Each Year",Main Campus,0,0
MUS-3890,Studio Class in Instr Music,0,"Required of all students taking instrumental music. A weekly performance class in which students have the opportunity to perform for their peers and receive constructive remarks regarding technique, interpretation, and general performance procedures. Specific topics are addressed at the discretion of the instructors. May be repeated.",None,Upon Sufficient Request,Main Campus,0,0
MUS-3891,Applied Instrument,1,One half-hour private lesson per week. Minimum amount of daily practice to be determined by instructor. Available for majors and minors admitted into the Instrumental Major. May be repeated for credit. An additional fee may be associated with this course.,"MUS 1891 and Upper-Division Applied Admittance Exam - Must be completed prior to taking this course., MUS 3890 - Must be taken at the same time as this course.",Upon Sufficient Request,Main Campus,0,0
MUS-3892,Applied Instrument,2,A one-hour or two half-hour private lessons per week. Minimum amount of daily practice to be determined by instructor. Available for majors and minors admitted into the Instrumental Concentration. May be repeated for credit. An additional fee may be associated with this course.,"MUS 1892 and Upper-Division Applied Admittance Exam - Must be completed prior to taking this course., MUS 3890 - Must be taken at the same time as this course.",Upon Sufficient Request,Main Campus,0,0
MUS-3900,Junior Recital,0,Presentation of a recital during the junior year. Must be enrolled in applied lessons in the area of performance during the semester of the recital. The student must write program notes and present them prior to the hearing for approval by the applied teacher (and/or other members of the department at the discretion of the applied teacher). The first draft of the program notes should be presented in full to the applied professor two weeks before the scheduled hearing. The hearing must be held at least two weeks before the scheduled performance. An additional fee may be associated with this course.,None,"Fall and Spring, Each Year",Main Campus,0,0
MUS-3980,Studio Class in Voice,0,"Required of all students taking Applied Voice. A weekly performance class in which students have the opportunity to perform for their peers and receive constructive remarks regarding technique, interpretation, and general performance procedures. Specific topics are addressed at the discretion of the instructors. May be repeated.",MUS 3981 or MUS 3982 - Must be taken at the same time as this course.,"Fall and Spring, Each Year",Main Campus,0,0
MUS-3981,Applied Voice,1,One half-hour private lesson per week. Minimum amount of daily practice to be determined by instructor. May be repeated each semester of upper-division study. An additional fee may be associated with this course.,"Pass Upper-Division Applied Admittance Exam - Must be completed prior to taking this course., MUS 3980 - Must be taken at the same time as this course.","Fall and Spring, Each Year",Main Campus,0,0
MUS-3982,Applied Voice,2,One 1-hour or two half-hour private lessons per week. Minimum amount of daily practice to be determined by instructor. May be repeated each semester of upper-division study. An additional fee may be associated with this course.,"MUS 1982 and Pass Upper Division Applied Admittance Exam - Must be completed prior to taking this course., MUS 3980 - Must be taken at the same time as this course.","Fall and Spring, Each Year",Main Campus,0,0
MUS-3990,Studio Class in Piano,0,"Required of all students taking Applied Piano. A weekly performance class in which students have the opportunity to perform for their peers and receive constructive remarks regarding technique, interpretation, and general performance procedures. Specific topics are addressed at the discretion of the instructors. May be repeated.",MUS 3991 or MUS 3992 - Must be taken at the same time as this course.,"Fall and Spring, Each Year",Main Campus,0,0
MUS-3991,Applied Piano,1,One half-hour private lesson per week. Minimum amount of daily practice to be determined by instructor. May be repeated each semester of upper-division study. An additional fee may be associated with this course.,"MUS 1991 and Pass Upper Division Applied Admittance Exam - Must be completed prior to taking this course., MUS 3990 - Must be taken at the same time as this course.","Fall and Spring, Each Year",Main Campus,0,0
